"year","country","location","precipitation"
2007,"Suriname","Lake Luis",84.70611023983282
2003,"Seychelles","East Gary",84.70728568602463
2020,"North Macedonia","Kennethville",84.71783260686747
2000,"Azerbaijan","Port Michaelport",84.7406246959363
2015,"Luxembourg","Milesshire",84.74089405242954
2009,"Rwanda","East Kenneth",84.74580610241291
2015,"Tanzania","Lake Darlenetown",84.76271237826144
2010,"Gibraltar","East Jasminestad",84.7687746969528
2014,"Peru","Clarkchester",84.77565795254537
2004,"Lebanon","Parkertown",84.78243313945835
2005,"Bangladesh","Gonzaleztown",84.82307906830283
2021,"Puerto Rico","Rodgerschester",84.82391742549073
2018,"Turks and Caicos Islands","Millston",84.8297081793922
2004,"Palau","New Troytown",84.84966418862592
2008,"Chile","Theodoremouth",84.87749183415922
2017,"Austria","North John",84.87765471311207
2000,"Sao Tome and Principe","New Kathleen",84.90494458383814
2013,"Hungary","South Jesus",84.91511307854088
2015,"Slovakia (Slovak Republic)","West Scott",84.91523247468274
2004,"Holy See (Vatican City State)","South Tom",84.9408688206284
2004,"Bolivia","Lake Davidburgh",84.95245161094562
2016,"Cuba","South Frankside",84.98070446549208
2020,"Malaysia","Nicoleview",84.99298961320063
2016,"Samoa","New Sonya",84.99394822865105
2018,"Saudi Arabia","East Michele",85.00409944061407
2016,"Lebanon","Bryantport",85.01307331596273
2017,"Singapore","Lindaton",85.01527944274763
2011,"Vietnam","New Donaldtown",85.01603712240417
2002,"Antarctica (the territory South of 60 deg S)","South Juliamouth",85.02231393539141
2004,"Senegal","West Jameschester",85.02269343933185
2010,"Switzerland","East Alex",85.03099995246116
2014,"Saudi Arabia","Port Timothyhaven",85.03434604954401
2014,"Syrian Arab Republic","Port Ashley",85.09583693210799
2003,"Madagascar","East Aaron",85.10439176205037
2020,"Lao People's Democratic Republic","Steelefort",85.11413849608773
2002,"Sri Lanka","West Michaelshire",85.14103695801023
2009,"India","Lake Sandrashire",85.14426696108697
2017,"Bhutan","Devonhaven",85.15265845435651
2018,"Saint Helena","New Alexatown",85.15543739407622
2001,"Angola","East Stephanie",85.17139639875408
2001,"Kenya","Port Jessicaview",85.17204663556872
2011,"Germany","Velasqueztown",85.1801698097856
2007,"Malaysia","Reeveschester",85.20362280550832
2019,"Samoa","West Joshuamouth",85.21000628274749
2013,"Ukraine","Spencerborough",85.22189980810431
2015,"Egypt","Nguyenburgh",85.23779972484536
2016,"Italy","North Emily",85.2405075667603
2012,"Ukraine","East Davidton",85.24659059361561
2018,"Moldova","Stephensberg",85.24802289529686
2006,"Tunisia","East Edwin",85.25640346878197
2021,"Uruguay","Burnettborough",85.26795319600843
2012,"Hungary","West Jamesshire",85.27443202282994
2002,"Cayman Islands","East Michelleton",85.28097127243083
2013,"Slovenia","East Megantown",85.31781959721062
2005,"Congo","Cervantesfort",85.31954277390844
2013,"Isle of Man","New Gregorybury",85.32870499352231
2014,"Iran","Gilbertstad",85.33533164324818
2006,"Bahamas","East Sarah",85.33533865219853
2012,"Ireland","Tiffanymouth",85.34563989030617
2016,"Moldova","Mendezmouth",85.36422958061165
2002,"Estonia","Loganton",85.36538429790413
2002,"China","Riddletown",85.37513509137851
2011,"Singapore","Christophershire",85.39088087524665
2010,"Saint Pierre and Miquelon","West John",85.40258751279885
2021,"Pakistan","North Brianport",85.40400990036541
2006,"Denmark","Martineztown",85.41179682484596
2018,"Turks and Caicos Islands","Rachelfort",85.42661422981828
2000,"India","Lake Heather",85.42983743871659
2012,"Bulgaria","Angelastad",85.43654170547057
2007,"Micronesia","North Brandi",85.45398218204056
2000,"Israel","Hutchinsonburgh",85.45828268246164
2006,"Venezuela","Port Peter",85.46417097515818
2016,"Isle of Man","West Courtneyview",85.46965902897405
2016,"Uzbekistan","Lake Hannah",85.4797040237516
2011,"Namibia","Singletonchester",85.48288482889652
2005,"Ecuador","Robertland",85.50108560687084
2020,"Anguilla","Cainbury",85.51033300770271
2004,"Uganda","New Matthew",85.51086134463624
2008,"Cook Islands","West Karishire",85.51614452374288
2009,"Portugal","Vasquezport",85.51672078354314
2018,"South Africa","Port Noah",85.51940396471322
2009,"Iran","Sharonborough",85.53301169595642
2000,"Eritrea","Lake Willieton",85.55067449829015
2016,"Central African Republic","New John",85.56457314057512
2006,"Nauru","Bradborough",85.57147561667831
2021,"France","Crawfordbury",85.57795511096013
2012,"Uganda","South Pamela",85.59506551653173
2015,"Gambia","West David",85.59642920494412
2007,"Iraq","Port Jenniferchester",85.62334283226338
2021,"Palau","Port Abigailmouth",85.63775456224376
2015,"Cameroon","Maryport",85.63870066708346
2013,"Maldives","Ryanland",85.65691266116694
2012,"Niue","Harveystad",85.66264792614639
2013,"Myanmar","Lake Marcusmouth",85.67532036182666
2001,"Cameroon","New Lacey",85.67648791592143
2002,"Western Sahara","East Elizabethland",85.69437340381293
2018,"Isle of Man","Lake Robert",85.70524689049125
2006,"Bermuda","East Juliaborough",85.71038726373476
2015,"Luxembourg","Martinburgh",85.71059611134172
2001,"Turkmenistan","New James",85.72053502825284
2020,"Saint Martin","North Teresamouth",85.72169028361076
2019,"Tuvalu","Lake Tracyland",85.72955213842187
2014,"Saint Vincent and the Grenadines","North Jacobshire",85.72991634728176
2004,"Korea","Lake Jennifer",85.74150595921736
2013,"Gibraltar","New Lindafurt",85.74279485200458
2018,"Senegal","Garciaborough",85.74524009388304
2021,"Australia","Lake Don",85.75045699731415
2017,"Brunei Darussalam","Isaacview",85.76346174129498
2017,"Tonga","Port Stephenbury",85.77404418727552
2010,"Nepal","Port Jenna",85.77649467548514
2016,"Saint Martin","Lake Suzanneland",85.7944407007202
2005,"Jordan","Jonesstad",85.79453185135246
2005,"Papua New Guinea","Duaneshire",85.81906592770638
2021,"Macao","South Shawnshire",85.82764254826238
2015,"Cook Islands","Sarahborough",85.83285661600735
2019,"Guyana","Hendersonberg",85.83846632192422
2005,"Slovenia","New Pamelamouth",85.8401344252242
2005,"Saint Vincent and the Grenadines","Xavierborough",85.85306346616188
2006,"North Macedonia","North Markport",85.85396031362808
2001,"Zambia","Samanthatown",85.86172563716215
2009,"Ukraine","New David",85.87640152949476
2020,"Turkmenistan","Jasmineberg",85.8781877386033
2006,"North Macedonia","Markmouth",85.88893419464004
2010,"Iraq","Matthewsside",85.88923335991215
2004,"Bangladesh","South Ashleymouth",85.89135134255667
2016,"Faroe Islands","Stanleyland",85.94657997799665
2008,"Mozambique","Donnaburgh",85.95072768607622
2020,"Guyana","Port Barryland",85.9695216985193
2013,"Saint Vincent and the Grenadines","Williamsview",85.97526151583286
2010,"Mali","Shelleyfurt",85.99269487688186
2000,"Guernsey","New Tracifort",86.01367271509646
2017,"Hungary","North Jamieville",86.03411487635742
2008,"Bulgaria","Sharpshire",86.03926491303741
2006,"Latvia","Lake Donaldton",86.05823225518428
2017,"Lao People's Democratic Republic","Amyhaven",86.06713203149936
2000,"Qatar","New Dianeberg",86.13087203688696
2013,"British Indian Ocean Territory (Chagos Archipelago)","South Pamelahaven",86.14706666068793
2015,"Tanzania","Barrettbury",86.15129457137961
2003,"Namibia","Paulmouth",86.15335493509497
2009,"Poland","North Amanda",86.16573027298672
2004,"Timor-Leste","Stephanieshire",86.17386468420753
2011,"Antigua and Barbuda","Caldwellview",86.17453340962537
2003,"United States of America","Davisville",86.1978426989311
2008,"Dominican Republic","North Jasonfort",86.2345504324216
2009,"Spain","Dawnmouth",86.26479850686893
2011,"Antarctica (the territory South of 60 deg S)","East Samantha",86.26593107951793
2008,"Congo","South Cindy",86.2969127961193
2010,"Spain","Jacksonland",86.2981295845302
2022,"Congo","Lake Jessica",86.2997019998739
2011,"Bhutan","Lake Jamiebury",86.31976539372279
2008,"Panama","Johnsonfurt",86.32500806412172
2004,"United States Minor Outlying Islands","South Aaron",86.33243849588636
2001,"Jamaica","Butlerhaven",86.35974514704866
2016,"Barbados","Port Yvettemouth",86.36478575399904
2009,"Rwanda","Bellfurt",86.36844782756481
2004,"Switzerland","West Michaelmouth",86.38697459660973
2010,"Cayman Islands","Hillmouth",86.404342535009
2016,"Montserrat","West William",86.41661830881556
2012,"Russian Federation","Jacobhaven",86.42945742907891
2003,"Finland","Lisamouth",86.43839718749172
2014,"South Georgia and the South Sandwich Islands","Schneiderchester",86.4567088787567
2014,"Haiti","Kingburgh",86.45677453326735
2014,"Ecuador","Faulknerville",86.47319770069535
2006,"Samoa","North Michaelton",86.48327782664292
2009,"Burkina Faso","Shawnside",86.50296590370407
2017,"Bahrain","Richardsontown",86.51800954529814
2004,"Bulgaria","Loweville",86.52411141309494
2008,"Uzbekistan","Maychester",86.53347794378908
2012,"Kazakhstan","Smithville",86.54161046103093
2015,"Rwanda","Cooperland",86.54421480042565
2008,"El Salvador","Port Nancyview",86.54869932517852
2009,"Isle of Man","South Samantha",86.55630851670294
2005,"Singapore","Lake Rachael",86.56561639255153
2018,"Czech Republic","Peterport",86.5664698876259
2004,"Egypt","Mileschester",86.57460683492059
2006,"Estonia","South Jessicamouth",86.58157483665198
2008,"Saudi Arabia","West Jessica",86.58326517442882
2020,"Papua New Guinea","Lake Cynthiamouth",86.63760709631624
2022,"Moldova","Hoganborough",86.64439515590368
2001,"Argentina","South Lindamouth",86.6603150301104
2011,"Angola","Mcgeetown",86.6614976019169
2009,"Oman","North Joanneview",86.6855085810635
2012,"Turkmenistan","Lake Janeshire",86.68567450832707
2011,"Tanzania","Stephaniestad",86.69328993897103
2001,"Burkina Faso","New Kathrynborough",86.70134848994513
2011,"Egypt","Carlychester",86.71653308642537
2019,"Cote d'Ivoire","Taylorville",86.72067136392201
2011,"Mexico","Lopezfort",86.73575940357152
2007,"Congo","North Michellestad",86.75856599950434
2009,"Anguilla","Normanland",86.76970161737515
2017,"Burkina Faso","Bradleyton",86.78498216889176
2015,"Tokelau","South Cindy",86.78642171761365
2017,"Pakistan","Kathleenhaven",86.78819101746471
2004,"Guyana","North Brookemouth",86.8147294828657
2009,"Singapore","East Jasmine",86.83026438855438
2004,"Djibouti","New Ginaton",86.83659556355681
2021,"Tajikistan","Lake Benjamin",86.8470185627539
2010,"American Samoa","South Lisamouth",86.8535689278155
2017,"Myanmar","Melissahaven",86.85492344141291
2012,"Saudi Arabia","Danielport",86.861026229376
2017,"Guam","East Charles",86.87326406857197
2003,"French Guiana","New Darrenmouth",86.88238240047545
2015,"Jersey","Gomezborough",86.88286327714422
2004,"Serbia","Martinezbury",86.90271255286643
2016,"British Virgin Islands","Port Alexmouth",86.91534760942022
2006,"Philippines","New Brandon",86.92720700268997
2009,"Ecuador","West Crystal",86.93391620724381
2001,"Tanzania","Allenville",86.94745919438537
2012,"Guinea-Bissau","Shelbystad",86.957539522971
2000,"Congo","West Faith",86.95978520945282
2000,"Italy","Wagnerbury",86.9668871135995
2004,"Heard Island and McDonald Islands","Phillipland",86.97763873876109
2002,"Burundi","Thorntonchester",86.99477781544907
2005,"Kenya","South Daniel",86.99514510934743
2015,"Vietnam","Kathrynton",86.9985921412677
2012,"Egypt","Anitaborough",87.00134024354517
2011,"Burundi","Wrightborough",87.02166461511747
2009,"Malta","New Michael",87.03583268124292
2016,"Mauritania","New Doris",87.04805829071009
2017,"Sierra Leone","Linbury",87.0488777974536
2003,"Chile","Alexandermouth",87.05209033041956
2003,"Kenya","New Annehaven",87.06237652066025
2012,"Svalbard & Jan Mayen Islands","North Timothy",87.10217467768854
2007,"Reunion","Jennifershire",87.11959575391387
2015,"Denmark","Adrienneberg",87.12599143641216
2022,"Bhutan","Martinezberg",87.14402303760127
2017,"Finland","Perezhaven",87.15724088236124
2007,"Guadeloupe","Lake Calvin",87.15935176787146
2004,"United Arab Emirates","West Vincent",87.1666561072048
2005,"Sierra Leone","Beasleyview",87.17616496586179
2016,"Congo","New Christina",87.19881556347607
2008,"Cook Islands","Christinafort",87.20442761570555
2012,"Australia","Melindamouth",87.21304166094838
2013,"San Marino","Baileyfurt",87.22028174486091
2019,"Palau","Cisnerostown",87.22543337902869
2009,"United States of America","North Larry",87.22891387262409
2015,"Saint Kitts and Nevis","South Jodybury",87.24333534920768
2012,"Chile","Port Curtis",87.25759992306517
2022,"Moldova","Markport",87.26940618953105
2002,"Congo","Larsenburgh",87.27391190586486
2002,"Vietnam","Ashleyside",87.27562469349189
2002,"Hong Kong","Lake Kellyport",87.28238508220267
2002,"Sao Tome and Principe","Aaronfort",87.28273445515329
2018,"Mauritius","South Paul",87.28992500645883
2012,"Cook Islands","Powellmouth",87.324405983592
2011,"Hungary","South Christopher",87.32537581217018
2020,"Cape Verde","Port Julie",87.33236061182556
2006,"Bosnia and Herzegovina","South Justinberg",87.35028086280279
2016,"Mauritania","East Julieburgh",87.35631213456215
2016,"United Arab Emirates","Jeremyborough",87.35765884788161
2002,"Guadeloupe","South Cody",87.35892964016924
2001,"Azerbaijan","Michaelmouth",87.36160472504088
2008,"Vanuatu","East Angelaside",87.37504020168262
2014,"Vanuatu","North Carolyn",87.37592472063726
2006,"Saint Kitts and Nevis","Suttonberg",87.37665426867297
2001,"Saint Lucia","East Fernando",87.37835831085401
2005,"Sudan","Markmouth",87.38408597475343
2004,"Grenada","Brandonborough",87.38922240388217
2014,"Norfolk Island","Shawchester",87.3952499661501
2009,"Myanmar","New James",87.39536122885275
2006,"Taiwan","Port Stevenville",87.40271066506884
2017,"Jamaica","New Courtney",87.40582647361545
2000,"Slovenia","Adrianport",87.44081308989712
2017,"Qatar","Beverlyhaven",87.46559164396005
2008,"Saint Pierre and Miquelon","Rodriguezland",87.47404352143728
2007,"Ethiopia","Rhodesmouth",87.48948551967453
2002,"Vanuatu","Port Thomas",87.49093291866468
2007,"Sao Tome and Principe","West Kimberly",87.49100893373203
2017,"Mexico","Williamview",87.50425377862452
2014,"Afghanistan","Fernandezfort",87.52027818762853
2017,"Angola","New Adamberg",87.53181703620572
2021,"Falkland Islands (Malvinas)","Lynchfort",87.53269208857367
2007,"Bulgaria","Ruthtown",87.5388519143461
2004,"Russian Federation","Lake Monica",87.56048958492724
2002,"Dominica","South Marcus",87.5645803285367
2017,"Botswana","Christopherchester",87.57835640427658
2010,"Venezuela","South Garyfort",87.59789041902846
2011,"Brunei Darussalam","Damonbury",87.59964714539879
2016,"Western Sahara","Kaylaville",87.6003759684256
2021,"Nauru","North Brandy",87.60230804430871
2018,"Cyprus","Port Danny",87.60732414404548
2013,"Pitcairn Islands","Staceyland",87.60770614906373
2018,"Dominica","Johnmouth",87.61330953591158
2012,"Jordan","New Julie",87.62878358330515
2016,"Liechtenstein","West Brittanyberg",87.63263082006657
2015,"Israel","New Sabrina",87.6505878476431
2013,"Lebanon","Bakershire",87.65188980387452
2012,"Seychelles","Riosberg",87.6527603184725
2019,"Mozambique","Lake Benjamin",87.6872743325206
2005,"Botswana","Debratown",87.68913617608624
2001,"Wallis and Futuna","Rebeccaport",87.69734330235235
2016,"Thailand","Perezville",87.70368417500679
2000,"Algeria","Veronicabury",87.70734695458525
2017,"Samoa","East Darylport",87.71613776995133
2016,"Saint Vincent and the Grenadines","Sarahton",87.71857813758575
2011,"Ethiopia","Karatown",87.72517060268174
2013,"South Africa","Lake Kristinamouth",87.7303619132087
2004,"Sudan","Port Robertchester",87.74098193604927
2004,"Denmark","Jamesville",87.74232711888607
2011,"Faroe Islands","Luisbury",87.7549164641106
2022,"Panama","South Michelleborough",87.76494678318038
2021,"Mozambique","New Johnnyview",87.78369524874074
2010,"Latvia","Jerryton",87.80717389297928
2014,"Papua New Guinea","South Meredithchester",87.81471068127348
2004,"New Zealand","Lake Tracy",87.83102339001987
2006,"Israel","Cookton",87.84135512441866
2005,"Dominica","Whiteberg",87.86266218544955
2021,"Mali","Geraldchester",87.87401670648678
2002,"Czech Republic","East Eric",87.88277979866331
2021,"Eritrea","Richardview",87.8943444136223
2015,"Cambodia","Port Jamestown",87.89972033765417
2003,"Isle of Man","Tonyton",87.92048328714077
2016,"Guatemala","North Matthewview",87.92125190387266
2008,"Cayman Islands","West Brittney",87.92621052020807
2022,"Zimbabwe","Veronicahaven",87.9333527403039
2002,"Oman","East Danielletown",87.95108686954364
2019,"Madagascar","Gonzalezshire",87.9537215260731
2001,"Netherlands","Reedville",87.9683138868367
2022,"Kuwait","Jenniferton",87.96908028972668
2019,"Albania","Kleinstad",87.98178830794615
2016,"Cambodia","Linborough",87.99311922388844
2001,"Liechtenstein","South Jenniferburgh",88.01375368323107
2015,"Namibia","Colemanshire",88.02563646044379
2007,"Cambodia","Browningfurt",88.0293134310459
2005,"Mozambique","Virginiashire",88.0299523054599
2012,"Equatorial Guinea","Campbellstad",88.03419477125851
2001,"Christmas Island","Butlerstad",88.03947243963658
