"year","country","location","co2_emissions"
2003,"Hong Kong","North Kimberly",474.59284078701296
2003,"Swaziland","North Alicialand",474.6532915117243
2020,"South Africa","West Amyport",474.6971007782151
2007,"China","Port Robertshire",474.7091264255079
2001,"Vietnam","East Jeremiah",474.72308918469
2021,"Latvia","East Emily",474.767956046106
2009,"Pitcairn Islands","East Jeff",474.77232067385495
2021,"Antigua and Barbuda","Lake Jill",474.7726421388036
2015,"Lao People's Democratic Republic","Ramirezshire",474.8086792481137
2004,"Bouvet Island (Bouvetoya)","Jillland",474.8511450320732
2012,"Tuvalu","Wilsonville",474.8707637454979
2003,"Ukraine","New Amber",474.8770459881935
2009,"Sudan","New Rhonda",474.8854131445398
2012,"Gambia","North Kevinport",474.8865649910112
2009,"Lithuania","Mayerborough",474.9704301085838
2000,"Equatorial Guinea","Lake Wayne",474.9800504645829
2008,"Korea","South Jeremy",474.9949819582879
2022,"Gambia","Holmeston",475.06611528661256
2014,"Sierra Leone","Loveborough",475.0744722796377
2016,"Barbados","Port Yvettemouth",475.0777112032719
2009,"Palestinian Territory","New Michelefort",475.1181802660559
2007,"Hong Kong","Sextonfurt",475.13169627563934
2022,"Vanuatu","South Anthonyberg",475.20655455786346
2017,"Andorra","Wilsonport",475.2438954177241
2021,"Greece","Caseychester",475.27524402479554
2014,"Guinea","Garciabury",475.29649263724485
2010,"Guinea-Bissau","Lake Johnmouth",475.30376040075
2003,"Guernsey","Meganport",475.3208013565742
2021,"Niger","Christianchester",475.3627823189479
2005,"Costa Rica","Adamsville",475.4077510895591
2018,"Pakistan","North Joshuaville",475.4961875669693
2006,"Poland","North Austinland",475.4996981500463
2003,"Sierra Leone","Port Elizabethstad",475.525187960312
2021,"Hong Kong","South Richardville",475.5355523174893
2005,"Botswana","Goodmanview",475.64220707686064
2004,"Israel","Erinbury",475.72685952848985
2003,"Norfolk Island","South Coltonfurt",475.7327300457453
2006,"Togo","Natashamouth",475.75487956145327
2019,"Grenada","South Kennethtown",475.7730588322305
2015,"Saint Pierre and Miquelon","North Jaclynborough",475.955848273756
2018,"Liberia","Lake Anthonytown",475.9595533306825
2018,"Djibouti","Kathleenmouth",475.9715548279786
2001,"Vietnam","North Kyle",475.9795695409789
2019,"Montserrat","Guzmanmouth",476.2325861573128
2002,"Czech Republic","East Paulshire",476.23867870447975
2009,"Taiwan","Scottfurt",476.2622336348501
2013,"New Zealand","South Barbaraland",476.2739085724928
2004,"Bermuda","South Amyville",476.28877427191145
2009,"Nauru","Ianborough",476.3324377865278
2022,"Eritrea","New Tracyton",476.33527913588193
2003,"Saint Martin","Port William",476.3361757266856
2016,"Kyrgyz Republic","North Kristinaville",476.3963822427308
2000,"Malawi","Turnerville",476.3975158434872
2018,"Pitcairn Islands","North Kristinaland",476.4017019962607
2019,"Cambodia","West Ericberg",476.4046750774015
2021,"Finland","Williamchester",476.4054537391508
2002,"Burundi","Port Danielview",476.42623348791824
2016,"Liberia","Port Moniquemouth",476.4384111727652
2005,"Somalia","Gardnershire",476.55488004866487
2000,"Afghanistan","Port Donald",476.6863025503615
2020,"Dominican Republic","Obrienland",476.7153255307093
2013,"Antarctica (the territory South of 60 deg S)","Wiseton",476.718354694996
2015,"Tonga","Chavezstad",476.82628521876177
2014,"Papua New Guinea","South Meredithchester",476.847009165902
2017,"Belize","North Katherine",476.997102568049
2005,"Sweden","Turnerton",477.0278888437028
2010,"Finland","South Larry",477.1305762937192
2010,"Iceland","Benjaminborough",477.19308755886175
2018,"Zimbabwe","Grantshire",477.2640992643461
2014,"Norfolk Island","Landryside",477.2774327641054
2011,"Congo","East Johnnyville",477.2831548924811
2017,"Romania","Lake Samantha",477.2845438855053
2010,"Moldova","Lake Ashleyhaven",477.3813115008393
2018,"Tajikistan","North Joshua",477.4055245960614
2016,"British Virgin Islands","Sheltonmouth",477.4166584171065
2014,"South Georgia and the South Sandwich Islands","Rickburgh",477.4525850647897
2017,"Yemen","Guzmanborough",477.4698752845906
2022,"Estonia","Danielton",477.4737086290327
2017,"Cameroon","Hubermouth",477.5556906226929
2004,"Slovenia","South Nicholas",477.6162850500221
2012,"Kuwait","Jennifermouth",477.6440802346119
2011,"France","Port Todd",477.6456476239159
2010,"Norfolk Island","Perezfurt",477.6628528618336
2003,"Kuwait","North Devinview",477.6689073837328
2001,"Congo","Morriston",477.67741256729687
2003,"Burkina Faso","Port Jasmineland",477.6898480333763
2018,"Bahamas","Port Steven",477.8074117645564
2004,"Monaco","Vangview",477.8182522879218
2017,"Uruguay","North Holly",477.8713257073816
2007,"South Africa","Alexanderfurt",477.8891182932397
2021,"Andorra","South Amyfurt",477.96079727270194
2017,"Botswana","Christopherchester",478.0087201249028
2014,"Ireland","South Jennifermouth",478.0409673532566
2007,"Bulgaria","Ruthtown",478.1009457931361
2001,"Botswana","North Peterberg",478.1368613998575
2012,"Belize","Hernandezborough",478.14650513139634
2022,"Croatia","Cynthiaport",478.1560481094229
2001,"Iceland","Guyside",478.1700365481645
2006,"Philippines","South Benjamin",478.3015672704247
2001,"Puerto Rico","Gateston",478.40573771797847
2010,"Chile","Allenchester",478.4096777704964
2015,"Ethiopia","Peterstad",478.4107726677248
2007,"Nicaragua","Ramirezport",478.4804816946539
2017,"Qatar","Beverlyhaven",478.4945412382454
2005,"Kenya","Gloriaside",478.553759306659
2000,"Solomon Islands","New Nicholaschester",478.5716081853714
2004,"Saint Barthelemy","Port James",478.70228012950673
2018,"Bermuda","West Melissamouth",478.7389643030795
2019,"France","Lake Nathan",478.7466603378731
2018,"Turks and Caicos Islands","Millston",478.79417733954335
2009,"Kyrgyz Republic","North David",478.7946582551345
2013,"Bangladesh","New Michaelhaven",478.8349886786424
2020,"Oman","Port Jeffrey",478.8758085011384
2015,"Netherlands Antilles","New Bradley",478.91642439285545
2007,"Norfolk Island","North Christopher",479.0379711947762
2021,"Japan","South Amanda",479.1089375117486
2014,"Poland","Samuelville",479.1100747697656
2009,"Martinique","Lake Jacquelinechester",479.1838588674953
2015,"Serbia","Andreton",479.3946604196368
2005,"Dominica","North Mark",479.4006960937961
2015,"Iceland","North Troytown",479.40671353560936
2017,"Bosnia and Herzegovina","Shannonbury",479.456915634412
2013,"Bangladesh","East Scottburgh",479.5427004412746
2008,"Nigeria","South Matthew",479.63613680124126
2021,"Algeria","Combsshire",479.6532741613003
2012,"Guinea-Bissau","Josephview",479.687669971144
2016,"Zambia","Port Breanna",480.0093030004712
2018,"Pakistan","Cynthiaville",480.1546889669489
2014,"Equatorial Guinea","East Gerald",480.258069951204
2000,"Mauritius","Duffyburgh",480.2790635480747
2000,"Norfolk Island","Wandamouth",480.2908824975052
2007,"Bahrain","Kerrytown",480.30151019186513
2000,"Zimbabwe","New Robert",480.32053660046125
2002,"Netherlands Antilles","Catherinestad",480.3221636333857
2012,"Mali","Colonfort",480.35587602850654
2008,"Trinidad and Tobago","West Jessica",480.44489496577495
2000,"Guyana","East Shawnchester",480.5486475637041
2005,"Ecuador","East Deannaton",480.58107892804514
2018,"Sierra Leone","East Timothyville",480.5819901628995
2005,"Armenia","Fitzpatrickfort",480.5873743602265
2019,"Gibraltar","Port Lindamouth",480.6075901842804
2006,"Reunion","Port Sarahport",480.6103818592156
2004,"Gambia","New Jenna",480.6621426213454
2005,"Haiti","Hernandezborough",480.7162081598569
2010,"Belgium","Ramirezhaven",480.7261062290057
2007,"Northern Mariana Islands","South Connorview",480.80847545549625
2004,"Maldives","North Robertbury",480.8433902901226
2020,"Myanmar","Lake Williamborough",480.8650771309276
2002,"Bulgaria","Fieldsland",481.0506620161256
2000,"Eritrea","Lake Willieton",481.1466739293802
2022,"Korea","Reevesburgh",481.1595659386329
2004,"Holy See (Vatican City State)","South Tom",481.3217635530171
2008,"Namibia","Port Cynthiahaven",481.33132874515
2010,"Russian Federation","West Thomas",481.3913582143156
2010,"Svalbard & Jan Mayen Islands","Lake Tina",481.4238928067391
2010,"Brazil","South Jessica",481.5001042646475
2001,"United States Minor Outlying Islands","Port Janet",481.5285273242674
2012,"Nicaragua","Ericchester",481.7171521298221
2000,"Monaco","Gordonfort",481.7500805516654
2001,"Andorra","Combshaven",481.79714790026367
2003,"Seychelles","East Gary",481.8215341153455
2022,"Burundi","North Mason",481.8378201964632
2010,"Angola","North Cody",481.84530389190775
2017,"Sri Lanka","South Chrisfort",481.85469334594274
2002,"Zimbabwe","Christineland",481.8848771689291
2019,"Tunisia","Port Lorettaburgh",481.9307595427492
2006,"Christmas Island","Port Sydney",481.9457541572551
2005,"China","Smithburgh",482.1765811568744
2014,"British Virgin Islands","New Hollyside",482.2523357117918
2013,"Hong Kong","East Katherine",482.25687030372194
2018,"Cameroon","Garcialand",482.2953201173791
2000,"Japan","Teresaview",482.2985422482211
2015,"Switzerland","South Aaron",482.3302038180889
2001,"French Guiana","East Steven",482.3532851830097
2018,"Belize","Port Craig",482.3580583329362
2005,"Eritrea","Lake Jeffrey",482.36334902157387
2016,"Ukraine","North Kevinfurt",482.3684377726493
2021,"Lithuania","East Juanville",482.3981111203449
2005,"Brazil","West Matthew",482.41218085343775
2007,"French Guiana","Port Christopherton",482.4588381868549
2001,"Turkmenistan","North Thomasland",482.4885617220227
2005,"Bolivia","Osbornfurt",482.52526792392166
2005,"United States Virgin Islands","Beardbury",482.5305565852818
2010,"Central African Republic","Lake Kelly",482.73726079157785
2014,"Palestinian Territory","Gardnerfort",482.78835023252094
2015,"Togo","Davidburgh",482.8997956507071
2000,"Anguilla","Lake Rachel",482.9912398255673
2014,"Guernsey","Lake Amy",482.9927242196082
2005,"Spain","East Christopherbury",483.11735928396746
2004,"Botswana","Marystad",483.14839659785343
2003,"North Macedonia","Lake Stephentown",483.1641261963958
2020,"Sao Tome and Principe","Port Antonioshire",483.2043929348896
2001,"Bulgaria","Timothyfort",483.2385940631072
2019,"Saudi Arabia","East Kenneth",483.2559762046917
2004,"Cape Verde","Rowlandborough",483.41546521651657
2000,"China","Hoganview",483.4912018610349
2004,"Nauru","Matthewfort",483.516399034358
2015,"Maldives","East Colleen",483.5772869312513
2006,"Saudi Arabia","Lake Sandrafurt",483.5947290169729
2021,"American Samoa","East John",483.6712450461216
2004,"Gibraltar","Heatherchester",483.77430197605634
2001,"Bahamas","Lucerohaven",483.9124659629931
2003,"Zambia","Dixonbury",483.9131262693526
2000,"Nicaragua","East Katherine",483.94254232123706
2020,"Cook Islands","Keithshire",483.9517967805576
2009,"Congo","New Gregoryfurt",483.960425931494
2010,"British Virgin Islands","Lake Joseph",484.0833065672329
2010,"Trinidad and Tobago","New Alexander",484.1339880540509
2020,"Mongolia","Lake Maryshire",484.2244355260627
2018,"Malaysia","Lake Dianeville",484.28836499182097
2008,"Burundi","Cherylmouth",484.2936831271082
2006,"Cocos (Keeling) Islands","Lynchbury",484.3407453102656
2012,"Heard Island and McDonald Islands","Suzannemouth",484.34168927386673
2002,"San Marino","Lake Amanda",484.35982149556514
2020,"Romania","Lopezberg",484.3660037290679
2001,"Colombia","Port Vanessa",484.3737769672082
2014,"Panama","Chandlerborough",484.4023439490599
2001,"Sao Tome and Principe","Herringchester",484.4093213623647
2014,"Holy See (Vatican City State)","South Scott",484.5123563603444
2001,"Liechtenstein","South Jenniferburgh",484.5151155256024
2018,"Belgium","East Christopher",484.58098889366937
2001,"Antarctica (the territory South of 60 deg S)","Barnesborough",484.6410929366517
2006,"Japan","North Christinastad",484.82336547891913
2016,"Chile","Jennifermouth",484.82665696882464
2000,"Lebanon","Jennaview",484.84269790571113
2008,"Moldova","Port Robertview",484.87586143395896
2020,"Oman","Josephhaven",484.9379222360916
2013,"France","Lake Ginastad",485.0367240909508
2007,"Kuwait","New Bryan",485.07826960030206
2019,"Greenland","New John",485.3641959229535
2007,"Cote d'Ivoire","East April",485.4190521614523
2002,"Hong Kong","West Johnport",485.6713482831224
2022,"Ecuador","Anthonyton",485.7304147893917
2022,"Russian Federation","Annefort",485.7677501564069
2019,"Nauru","East Beverly",485.8312386602335
2004,"Mali","Fullerfort",485.8394473047358
2006,"Luxembourg","Cantrellmouth",485.88748484206735
2007,"Malaysia","West Lauren",485.8899428384725
2007,"Saint Martin","North Christineburgh",485.9229540703467
2005,"Romania","Lloydstad",486.06613633472864
2006,"Finland","West Ashley",486.11890714904206
2011,"Thailand","New Steven",486.1432814356959
2012,"Argentina","West Victoriachester",486.1450836835456
2005,"South Africa","Port Jennifermouth",486.1709054993553
2010,"Nauru","Leonborough",486.1767585551708
2018,"Venezuela","New Jose",486.35513937766655
2005,"Taiwan","New Brian",486.43383575364976
2017,"French Southern Territories","Lake Kaylafurt",486.44702814003
2012,"Chile","Port Curtis",486.4652096984586
2012,"Taiwan","New Michaelbury",486.5341460368664
2018,"Fiji","Port Aaron",486.5734060362617
2017,"French Guiana","North Madeline",486.5898437103352
2021,"Oman","Cooktown",486.5984469476048
2014,"Slovenia","North Nicholas",486.6273070495366
2009,"Grenada","West Bryan",486.6364435601592
2015,"Lesotho","Martinezland",486.7143140276083
2007,"Mexico","Lopezport",486.8480462011243
2013,"India","New Rachel",486.8688578194276
2010,"Dominican Republic","New Courtney",486.89817200757466
2003,"Suriname","Bellburgh",486.9180221256549
2004,"Turks and Caicos Islands","Calebstad",486.9772441974182
2002,"Antigua and Barbuda","Port Joemouth",487.0201999550751
2021,"Aruba","Martinezmouth",487.0370891071588
2003,"Serbia","Combsland",487.264248300822
2018,"New Zealand","South Zachary",487.2881762068312
2015,"United States Minor Outlying Islands","West Jamie",487.3769846427388
2009,"Malaysia","Jacquelineshire",487.379512251753
2000,"Brunei Darussalam","South Jennifer",487.4021302362325
2010,"Kazakhstan","Lake Nicholas",487.44020180433085
2016,"Latvia","Murphyport",487.6297250179673
2021,"Qatar","North Garyland",487.6656433384335
2020,"United States Minor Outlying Islands","West Stephanie",487.70222477454274
2015,"Tanzania","Lake Darlenetown",487.7197525110977
2016,"Slovakia (Slovak Republic)","East Melissa",487.7774835094397
2007,"Canada","Charleston",487.7842358714108
2017,"Christmas Island","South Matthewshire",487.7992849709879
2022,"Uzbekistan","Port Nichole",487.9658282075585
2004,"Mongolia","Lake James",487.98007477811854
2005,"Mauritania","New David",488.0195099699135
2006,"Saint Vincent and the Grenadines","Port Zoeburgh",488.1413038217805
2001,"Ireland","Port Joshuamouth",488.1444075026167
2002,"Kiribati","Garciaton",488.2913806712511
2004,"Singapore","Haydenside",488.2943989267533
2000,"Guernsey","Robertville",488.3559377027121
2021,"Spain","South Amy",488.36619769225456
2012,"Aruba","Lake Karenstad",488.4072663449796
2007,"Turks and Caicos Islands","South Jessica",488.465810906
2011,"Saint Lucia","North Ashley",488.46882017425287
2018,"North Macedonia","North Alisha",488.4768107547469
2006,"Pitcairn Islands","Davidview",488.60656849769975
2016,"Martinique","Andersonton",488.6475161612314
2003,"Argentina","Port Justin",488.65447169159467
2003,"Panama","New Jennifer",488.6729282936065
2016,"Guyana","Ernestfort",488.702513730105
2021,"Yemen","Michaelbury",488.7165303643699
2019,"Algeria","Zacharyland",488.74774576864337
2014,"Libyan Arab Jamahiriya","Phillipfort",488.780878883164
2006,"Angola","Brianberg",488.92731181213946
2022,"Belize","Aarontown",488.9733535673091
2016,"Wallis and Futuna","Port Ashley",489.0057498717254
2003,"Lao People's Democratic Republic","Joelton",489.0255855341188
2013,"New Zealand","Dennisbury",489.0391272192248
2008,"Tanzania","West Robertchester",489.0697076246068
2002,"Tajikistan","Lake Robinburgh",489.1364819536589
2017,"Guam","East Charles",489.16024395459937
2008,"Timor-Leste","South Tinaton",489.30344732306855
2008,"Nigeria","Heathville",489.3249526209975
2001,"Kenya","Port Jessicaview",489.4057586097461
2016,"Lithuania","Pollardview",489.4150018872904
2001,"Austria","South David",489.4189035314676
2006,"Latvia","Lake Donaldton",489.4511335315033
2016,"Belize","North Mitchellton",489.58365488858624
2012,"Saint Pierre and Miquelon","South Bryan",489.5980423340302
2016,"Montserrat","West William",489.6042155631415
2004,"Saint Lucia","Jenniferside",489.6057182734261
2016,"Thailand","Lake Brandon",489.683211186976
2005,"Nauru","West Albertburgh",489.7057841123901
2016,"Andorra","Andreabury",489.73264724314913
2016,"Brazil","Amandashire",489.7735076917818
