"year","country","location","sea_level_rise"
"2013","Botswana","North Michael","1.190348660280478"
"2018","Moldova","Stephensberg","1.1910265922942465"
"2000","Brunei Darussalam","South Jennifer","1.191409147434969"
"2012","Brunei Darussalam","East Daniel","1.1915878468001169"
"2012","Bangladesh","Lopezside","1.192439104777058"
"2019","French Guiana","West Jesse","1.192478080696124"
"2001","Grenada","Longport","1.1929461953621572"
"2021","Andorra","Powersborough","1.1933396606665552"
"2007","Jamaica","Diaztown","1.1934432636607204"
"2014","Belarus","Vickieside","1.194423343138347"
"2000","Kenya","Justinview","1.1947867225694928"
"2006","Estonia","New Patrickbury","1.1948166893136238"
"2017","Congo","Lake Jaredborough","1.196194162759313"
"2006","Seychelles","Port Joseph","1.1962558313390048"
"2005","United Kingdom","West John","1.1963859522617517"
"2003","Madagascar","East Aaron","1.1964295348816596"
"2001","Japan","Lake Nicholasshire","1.1968158377443712"
"2008","Mexico","Daveborough","1.1969669172136022"
"2009","Ecuador","Williamview","1.197061948444197"
"2011","Turks and Caicos Islands","Lake Jeffrey","1.197790659131313"
"2021","Reunion","East Lauren","1.1980542501235918"
"2015","Antarctica (the territory South of 60 deg S)","East Karen","1.1985377313000942"
"2015","French Guiana","Tonyberg","1.1986616959805438"
"2002","Jordan","Lake Randall","1.198731116943189"
"2021","Puerto Rico","New Taylor","1.1988471182936578"
"2001","United States Minor Outlying Islands","Tracymouth","1.199301271343835"
"2016","France","Martinezbury","1.2000049817447445"
"2020","Ireland","New John","1.200578616118956"
"2003","Sudan","Pierceport","1.2007245435994334"
"2020","Azerbaijan","Josephville","1.2008027599851685"
"2016","Palestinian Territory","Nancymouth","1.2015296266939968"
"2019","Reunion","South Emmaburgh","1.2041743769633375"
"2008","Afghanistan","West Jennifershire","1.2056364906288923"
"2000","South Africa","North Rachel","1.205714577973989"
"2009","Turks and Caicos Islands","Patrickborough","1.2059347242414171"
"2013","Bangladesh","Port Kristintown","1.2066731680315432"
"2005","United Kingdom","New Martinland","1.2067169990712154"
"2002","Georgia","New Emilyton","1.2075746169090695"
"2011","Serbia","East Hannahberg","1.209555362663484"
"2007","Lebanon","Port Robert","1.2113799850947085"
"2016","Italy","North Emily","1.212178065457495"
"2009","Saint Martin","Lauraland","1.2125827167609322"
"2006","Guyana","North Deniseberg","1.2140041167543605"
"2021","Vietnam","Jacksonmouth","1.2147102180975518"
"2011","Korea","East Michael","1.2149918495915768"
"2004","Chad","New Lauraborough","1.2152614349437514"
"2022","Cote d'Ivoire","Port Elizabeth","1.217789641444769"
"2000","Marshall Islands","Howardfurt","1.2182801006998147"
"2000","Mali","Bakerburgh","1.2183139750539658"
"2012","Uzbekistan","Robertburgh","1.218909870358711"
"2022","Lithuania","Virginiaberg","1.2190038915942498"
"2012","Maldives","West Steven","1.2192888052394009"
"2022","Kiribati","North Courtneychester","1.220209128047457"
"2020","Nepal","North Kaylaport","1.220244356238792"
"2019","Liberia","Carterfort","1.2204245141535386"
"2011","Slovenia","Cowanburgh","1.2208961507815874"
"2000","Mongolia","New Jamestown","1.2209368551140165"
"2020","Morocco","Bettyville","1.221340464627689"
"2021","Italy","Carlsonhaven","1.2213782341287716"
"2013","Uganda","Port Linda","1.221491701127243"
"2017","Monaco","Lake William","1.221661882088006"
"2005","Guatemala","West William","1.2224796237922908"
"2022","Saint Pierre and Miquelon","Tylerborough","1.2231265937332052"
"2007","Mali","Deckerville","1.2236000655127348"
"2014","Ireland","South Jennifermouth","1.2237029602472405"
"2012","Equatorial Guinea","Campbellstad","1.2252955428595926"
"2003","Saint Pierre and Miquelon","North Michelleburgh","1.2268864745023378"
"2021","Czech Republic","New Jasonhaven","1.227202403533854"
"2014","Guinea-Bissau","North Debbie","1.2277924777235087"
"2007","British Virgin Islands","Williamsshire","1.228290187885042"
"2014","Oman","West Allisonbury","1.228820083289806"
"2003","Saint Helena","North Davidbury","1.2293357155640077"
"2009","Tanzania","Ericksonton","1.2295203954321323"
"2006","Macao","Turnerborough","1.229636268715952"
"2001","Kiribati","Mejiafurt","1.2299118128945186"
"2009","Brazil","East Kennethside","1.2300532773318644"
"2020","Qatar","Charlesborough","1.2301114220241298"
"2012","Malta","South Billyhaven","1.231418043824655"
"2021","Uzbekistan","Danielschester","1.2314514814956306"
"2018","Eritrea","Loriburgh","1.2314923424996895"
"2004","New Caledonia","New Jonathon","1.2316952476169962"
"2004","Estonia","North David","1.2319935425802733"
"2021","Colombia","Lake Ricardo","1.232207038435599"
"2015","Heard Island and McDonald Islands","South Lindsay","1.2322306230448463"
"2015","Chad","West Christopher","1.2322976439352613"
"2021","Suriname","East Pamelafurt","1.232334575923023"
"2016","Rwanda","Port Jasmine","1.2326577483105594"
"2009","Grenada","North Joshua","1.233316875252881"
"2007","Antarctica (the territory South of 60 deg S)","East Kathrynhaven","1.2338343920357937"
"2004","Guadeloupe","Smithport","1.2343975770085682"
"2006","Guinea-Bissau","Erneststad","1.2349657586800808"
"2000","Botswana","West Lisaville","1.2355890816386783"
"2007","Guyana","Jasonmouth","1.2362979360768"
"2013","Guam","Lake Brian","1.2364744667062169"
"2020","Kenya","Josephstad","1.23657262182917"
"2000","Ecuador","Lake Shirley","1.2368153271932356"
"2006","Madagascar","West Ericaside","1.2368486681142694"
"2019","Saint Pierre and Miquelon","East Michelle","1.2378986128914622"
"2011","Syrian Arab Republic","North Jamesbury","1.2380338617352449"
"2015","Ecuador","Port Jose","1.2386078004647485"
"2020","Panama","West Kyleton","1.239197330050479"
"2012","Poland","South Kendra","1.239613312795302"
"2001","French Guiana","South Diane","1.2398861601260671"
"2001","Oman","Port Kevinville","1.2400699404051725"
"2007","Honduras","New Billymouth","1.2411761205596807"
"2003","San Marino","Butlerville","1.2421967476674525"
"2014","Gambia","West Michaelbury","1.2426215360149686"
"2010","Paraguay","Lake Glenn","1.2431332947539648"
"2009","Honduras","Port Ambermouth","1.243345592693683"
"2003","Sierra Leone","Port Elizabethstad","1.2436739346944643"
"2008","Cocos (Keeling) Islands","Sandrastad","1.244016968136082"
"2010","Guyana","Espinozahaven","1.244079400723164"
"2022","Jersey","New Samantha","1.2444454374968026"
"2019","Heard Island and McDonald Islands","Phillipsborough","1.2445205841538896"
"2000","Costa Rica","Port Leah","1.244657569595779"
"2004","Thailand","Laneville","1.2452404547600464"
"2009","United States Virgin Islands","Lake Veronica","1.2453201181342457"
"2020","Tonga","Jacksonville","1.2457282565349526"
"2005","Mozambique","Virginiashire","1.247175114076242"
"2009","Saint Helena","Alexandraborough","1.2472955786566695"
"2001","Brunei Darussalam","North Nathanland","1.247347887340087"
"2005","Belgium","South Steven","1.2486604915913473"
"2013","Sudan","Port Jesse","1.2487776757512057"
"2021","Western Sahara","Port Jeffrey","1.2494679543265217"
"2001","Ireland","Port Joshuamouth","1.24958113698769"
"2006","Morocco","North Matthewchester","1.2501920495147365"
"2019","Panama","East Antonioside","1.250254005210384"
"2018","United States of America","Danielfort","1.250583878436502"
"2018","Mauritius","South Paul","1.251968178903264"
"2013","Gibraltar","New Lindafurt","1.2520945626965108"
"2016","Azerbaijan","Walkerbury","1.2523164011304575"
"2019","Thailand","Doylemouth","1.2523660032413808"
"2003","Oman","Lake Bobby","1.252969466816465"
"2000","Liberia","East Natalie","1.2533845020695304"
"2022","Ireland","East Melissa","1.2534652614640154"
"2022","Swaziland","Whiteland","1.2537719333779065"
"2014","Ecuador","Faulknerville","1.2538409243924258"
"2010","Iraq","Rhondafort","1.2541702155779777"
"2011","Mexico","Lopezfort","1.2541837263517233"
"2020","New Zealand","South Luisside","1.2544360320329109"
"2017","Japan","East Brianburgh","1.2552046141301936"
"2009","Rwanda","Bellfurt","1.2552274426825984"
"2018","India","Davidbury","1.2552409512765892"
"2019","Papua New Guinea","Taylorton","1.2564349462524702"
"2001","Pitcairn Islands","North Ashleyton","1.2569061093882965"
"2020","Japan","East Pamela","1.256909235897765"
"2005","Guinea","West Martinville","1.2582079720135404"
"2015","Mexico","South James","1.2584775030982218"
"2007","Palestinian Territory","Port Denise","1.258917883385483"
"2022","Fiji","Owenside","1.2591674904604877"
"2003","Armenia","Lake Seantown","1.259625494906122"
"2015","Dominican Republic","Adamchester","1.2596845616518295"
"2002","Sao Tome and Principe","Angelaburgh","1.2598022451642863"
"2019","Italy","North Erinberg","1.2604235762939753"
"2014","Kyrgyz Republic","Port Melissa","1.262536174564932"
"2009","Poland","North Amanda","1.2626737597745246"
"2010","Ukraine","Jonesmouth","1.2628553210375175"
"2010","Chad","Castilloport","1.2630925036224443"
"2014","Guinea","Garciabury","1.2632812318733369"
"2004","Svalbard & Jan Mayen Islands","Cummingsside","1.2638866413946568"
"2004","Sudan","Robbinsmouth","1.2640713501385914"
"2017","Ireland","Mcgeetown","1.2641388601220764"
"2008","Italy","Port Adam","1.264247466748495"
"2022","Namibia","Melissahaven","1.2642746983172048"
"2013","Central African Republic","Christopherborough","1.2650008234290626"
"2012","Saudi Arabia","Port Raymond","1.2651580280894623"
"2001","Ghana","Torreshaven","1.265177357970734"
"2006","Guam","Port Andrewburgh","1.2656918579960637"
"2001","Brunei Darussalam","Port Traceychester","1.2673394981780457"
"2015","British Indian Ocean Territory (Chagos Archipelago)","New Jose","1.2682313699874372"
"2018","Senegal","Lake Katieside","1.2687845507760855"
"2007","Maldives","South Jon","1.268950734093192"
"2017","Iceland","North Michaelport","1.2693445872516165"
"2000","Reunion","Port Raymond","1.2707074801900462"
"2019","Grenada","East Richard","1.2710916764940676"
"2022","Namibia","Hartland","1.2711204989108478"
"2022","Austria","Port Bruce","1.2713717723972455"
"2000","Guernsey","New Tracifort","1.2717530297118915"
"2009","New Zealand","Williamburgh","1.2721768007104863"
"2018","Mauritania","Torreston","1.2726097983716689"
"2010","Lithuania","East Kristopherview","1.273120998486279"
"2012","Tuvalu","North Kellymouth","1.2736423376324455"
"2018","Argentina","Clarkland","1.2737815559248564"
"2014","Cayman Islands","Rebeccashire","1.274280616586921"
"2011","Central African Republic","Lanceshire","1.2744224332020118"
"2021","Angola","Alexanderton","1.2749895212576332"
"2004","Pitcairn Islands","West Sherryfurt","1.2759899268014825"
"2001","Brunei Darussalam","Hessville","1.2760516110357136"
"2017","Cayman Islands","New Lindsayshire","1.2766106809627014"
"2019","Marshall Islands","Michaelland","1.2780617256907358"
"2012","Turkey","South Kimberly","1.278582634522733"
"2003","Latvia","West Michelle","1.2808853153712128"
"2006","Monaco","New Michael","1.2810255798311023"
"2016","Hong Kong","Gomezland","1.2810545946186602"
"2016","Liechtenstein","Ballstad","1.2811773919410732"
"2022","Togo","East William","1.2815284319957532"
"2000","Samoa","Adammouth","1.281869804834719"
"2008","United States Virgin Islands","New Cathychester","1.282375027381382"
"2013","Nicaragua","South Tammy","1.2829149013754737"
"2022","Russian Federation","Annefort","1.2831865836416003"
"2012","United States of America","Lake Tristan","1.2832372748460756"
"2006","French Polynesia","Scottville","1.2841151106277156"
"2009","Mongolia","Edwardsberg","1.2843456084075038"
"2011","Ethiopia","Karatown","1.2852433678906658"
"2018","Gabon","Jamesland","1.285642858675275"
"2021","Guinea-Bissau","Bonnieton","1.2863071268687587"
"2008","Tuvalu","East Seth","1.2874891587124098"
"2009","Portugal","North Nancy","1.28830549268143"
"2000","Uzbekistan","Lisabury","1.2890461636460528"
"2004","Sao Tome and Principe","Ronniebury","1.289369897693859"
"2015","Mayotte","North David","1.289739043516834"
"2014","Morocco","Patriciashire","1.2898394800437818"
"2014","Tokelau","Haydenmouth","1.2902201087975873"
"2010","Saint Barthelemy","Rubioland","1.2916014589585965"
"2003","Guinea-Bissau","Reneehaven","1.291702906280682"
"2010","Albania","East Kimberly","1.2918475716729485"
"2018","Korea","Lake Kathleenview","1.293703774731807"
"2015","Benin","New James","1.293743564812658"
"2012","Papua New Guinea","Port Chris","1.2939857159767865"
"2015","Guadeloupe","Port Alexismouth","1.296078310219079"
"2013","Heard Island and McDonald Islands","Lake Adam","1.2961443281438447"
"2014","Belize","Brianview","1.296314454854644"
"2020","Honduras","West Michael","1.2967767368052108"
"2015","Philippines","Joseview","1.2972596589215586"
"2007","Pitcairn Islands","Simsfort","1.297276916421379"
"2011","France","Port Todd","1.2974110283956022"
"2001","Montserrat","Port Colleen","1.2980011985065212"
"2005","Netherlands Antilles","West Normamouth","1.2983039155053504"
"2009","Brazil","New Melaniemouth","1.2988965314704268"
"2014","Bosnia and Herzegovina","Smithfurt","1.2990068880044934"
"2013","Slovenia","East Megantown","1.2997976132467035"
"2006","Saint Pierre and Miquelon","Raymondburgh","1.3005436503629746"
"2010","Senegal","Patriciatown","1.3005969481146982"
"2004","Faroe Islands","East Leon","1.3024166983778749"
"2005","Guadeloupe","Lake Don","1.3030412868962782"
"2003","Guadeloupe","Lake Leslie","1.3036856644011274"
"2005","Niger","Deckerville","1.305399067086205"
"2022","Antarctica (the territory South of 60 deg S)","Lake Cynthia","1.3075595499506776"
"2006","Honduras","Barryshire","1.3083671557935828"
"2015","Hong Kong","North Reneeburgh","1.3087401271767365"
"2003","Tonga","North Billyville","1.3088253690403586"
"2006","Serbia","West Nicholashaven","1.3088971545562305"
"2006","Chile","Thompsonton","1.3101540947945298"
"2000","Iran","Matthewport","1.3108178955594632"
"2002","Taiwan","Heatherburgh","1.310876762798293"
"2015","Togo","Davidburgh","1.3110705756616905"
"2004","Korea","Lake Jennifer","1.3117789868423306"
"2021","Lithuania","East Juanville","1.3118438174553153"
"2001","Venezuela","Christophershire","1.3121741140136636"
"2015","Saudi Arabia","Lake Carlostown","1.312401752674581"
"2005","Mexico","Smithview","1.3146511220746246"
"2008","Tuvalu","New Marytown","1.3153756170075837"
"2018","Bosnia and Herzegovina","West Daisy","1.315744400976167"
"2013","Mongolia","Reginatown","1.3161934458578743"
"2016","Albania","Lauraton","1.3170235233743923"
"2007","Chad","New Eric","1.3178775200338595"
"2011","Bosnia and Herzegovina","Brandonberg","1.3182580755390496"
"2017","Kiribati","Campbellport","1.319058021663419"
"2015","Taiwan","Callahanside","1.3192021277446908"
"2010","Puerto Rico","West Andrew","1.320291378211365"
"2002","Latvia","North Breanna","1.3207163101854185"
"2016","China","Lake Mallory","1.320857868664108"
"2005","Slovenia","Martinshire","1.3213616519726763"
"2021","Rwanda","Sherryfort","1.321634110463852"
"2019","Djibouti","East Christopherfurt","1.3217290523778409"
"2018","Cameroon","Garcialand","1.3241566929164326"
"2018","Nauru","Paulbury","1.3244550815498242"
"2004","Azerbaijan","Jonesstad","1.32459957184929"
"2010","Dominican Republic","New Courtney","1.3256719945301894"
"2013","Reunion","Phillipmouth","1.3267965616266266"
"2013","Maldives","Ryanland","1.3272518304647485"
"2022","Pakistan","Kimberlyland","1.327678507569108"
"2004","Colombia","Lake Brittany","1.328512925731287"
"2021","Aruba","South Richardland","1.3286608226931271"
"2016","Dominica","Lake Sethberg","1.329554562344809"
"2014","French Guiana","Port Lorraine","1.3296776021485717"
"2001","Austria","South David","1.3326650476504402"
"2008","Cook Islands","West Karishire","1.3338034424554832"
"2019","Northern Mariana Islands","East Brianberg","1.3338430052256314"
"2018","Greenland","Lake Brian","1.3340743580969088"
"2014","Vanuatu","North Ashleyport","1.3346877196173497"
"2018","Brazil","Lake Lisa","1.3374894492710478"
"2019","Bangladesh","North Devin","1.3388184535560586"
"2011","Namibia","East Edwardville","1.33951241592437"
"2009","Uganda","Rebeccahaven","1.3417857653645648"
"2005","Tokelau","East Cameronland","1.3419409472998076"
